ID,ObjectType,Rate,Metatitle,CitesNum,CitedByNum,AppearsInNum,URL
SCP-2747,Keter,+663,"As below, so above",3,12,11,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2747
SCP-2750,Euclid,+219,Navajo Skinwalkers,0,3,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2750
SCP-2759,Thaumiel,+101,"As Above, So Below",6,2,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2759
SCP-2776,Euclid,+270,Mr. President,1,3,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2776
SCP-2798,Thaumiel,+354,This Dying World,7,4,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2798
SCP-2803,Keter,+180,"TotleighSoft - ""Because COMPUTERS!""™",4,6,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2803
SCP-2805,Euclid,+310,Disney on Ice,3,3,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2805
SCP-2810,Euclid,+222,Turtles All the Way Down,0,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2810
SCP-2814,Safe,+181,Heretic of the Torch,0,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2814
SCP-2815,Euclid,+206,Tree of Life,8,2,4,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2815
SCP-2820,Keter,+347,Vaishnavastra,1,5,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2820
SCP-2821,Keter,+219,A Lunar True Vacuum,5,8,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2821
SCP-2825,Euclid,+55,Jacob Perhacs,1,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2825
SCP-2829,Euclid,+113,Liposlugtion,3,3,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2829
SCP-2839,Others,+208,Dr Weppler's Personnel File,19,14,4,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2839
SCP-2840,Euclid,+81,Apex Nightmare,0,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2840
SCP-2842,Euclid,+204,"It's A Meme, You Dip",18,17,5,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2842
SCP-2845,Keter,+510,THE DEER,1,6,10,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2845
SCP-2847,Keter,+172,"Yu the Great, and the Immortal",5,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2847
SCP-2849,Neutralized,+82,Insect Hospital,3,3,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2849
SCP-2852,Keter,+613,Cousin Johnny,1,6,9,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2852
SCP-2855,Euclid,+204,Mr. Money,20,19,4,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2855
SCP-2860,Euclid,+200,Made of Stone,3,2,6,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2860
SCP-2864,Others,+247,Di Molte Voci,2,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2864
SCP-2875,Keter,+649,The Town That Got Fucked By Bears,1,3,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2875
SCP-2876,Euclid,+191,Dream A Little Dream,2,4,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2876
SCP-2889,Keter,+123,"That Sweet, Clean Freshwater Smell",2,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2889
SCP-2893,Neutralized,+87,A Bubble In Time,2,3,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2893
SCP-2897,Thaumiel,+245,The Bard of Analytics,2,11,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2897
SCP-2906,Keter,+72,&,6,2,4,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2906
SCP-2915,Euclid,+470,Frostee-Flesh,0,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2915
SCP-2922,Euclid,+469,Notes From the Under,1,9,5,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2922
SCP-2923,Safe,+207,X-Men Syndrome,3,3,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2923
SCP-2932,Thaumiel,+425,Titania's Prison,3,7,4,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2932
SCP-2933,Euclid,+346,Mr. Scary,19,15,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2933
SCP-2935,Keter,+1569,"O, Death",7,7,7,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2935
SCP-2940,Euclid,+110,The Light Courier,4,5,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2940
SCP-2952,Safe,+596,Conveyance Of Regional Gwerin Internationally,2,5,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2952
SCP-2953,Safe,+83,Polymorphism-Inducing Rocks,4,2,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2953
SCP-2975,Neutralized,+223,Another Sun,2,2,5,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2975
SCP-2983,Safe,+106,Choco-Wonder Explosion Marshmallow Bites!™ by Dr. Wondertainment,12,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2983
SCP-2995,Keter,+232,Radiant Son,0,6,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2995
SCP-2996,Neutralized,+315,ERROR / ERROR,3,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2996
SCP-2999,Euclid,+456,The Black Cat and the White Rabbit,2,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series3.html#scp-2999
SCP-3000,Thaumiel,+1911,Ananteshesha,1,26,22,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3000
SCP-3001,Euclid,+1889,Red Reality,2,11,9,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3001
SCP-3003,Keter,+751,The End of History,1,3,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3003
SCP-3004,Keter,+525,Imago,1,7,5,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3004
SCP-3008,Euclid,+2364,"A Perfectly Normal, Regular Old IKEA",0,7,12,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3008
SCP-3012,Keter,+191,"Smoke the Reefer, Meet the Reaper",19,13,7,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3012
SCP-3015,Safe,+82,"A Story Concerning Self-Doubt, Slight Disillusionment, and Frustration, As Told By the Lucky Member of a Group Whose Relatable Works Are Loved Internationally",25,14,4,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3015
SCP-3024,Euclid,+134,The Doxx Ghost,19,13,4,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3024
SCP-3025,Euclid,+54,Lucidity,1,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3025
SCP-3034,Euclid,+635,The Counting Station,3,2,4,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3034
SCP-3036,Euclid,+118,"Stretchy, Clown-Hunter Extraordinaire",8,5,6,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3036
SCP-3042,Euclid,+80,Dog Is Love,4,4,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3042
SCP-3043,Neutralized,+464,Murphy Law in… Type 3043 — FOR MURDER!,3,4,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3043
SCP-3057,Keter,+165,Fossil Fuels,2,3,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3057
SCP-3060,Keter,+212,Sleep Paralysis,5,5,4,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3060
SCP-3066,Keter,+80,Absurdity,1,3,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3066
SCP-3076,Euclid,+50,Avidity,2,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3076
SCP-3088,Neutralized,+330,Law Of The Land,0,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3088
SCP-3089,Keter,+131,That Old Time Religion,4,2,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3089
SCP-3090,Euclid,+248,This girl's gone bad on a game attack!,23,13,11,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3090
SCP-3095,Thaumiel,+261,Bird is the Word,0,6,8,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3095
SCP-3108,Safe,+427,The Nerfing Gun,5,4,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3108
SCP-3122,Euclid,+211,You Have Reached Your Destination,1,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3122
SCP-3125,Keter,+896,The Escapee,0,13,9,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3125
SCP-3140,Safe,+130,Botanical Warfare,8,8,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3140
SCP-3143,Euclid,+318,Murphy Law in… The Foundation Always Rings Twice!,8,3,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3143
SCP-3185,Euclid,+124,The Public Domain Protection Service,1,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3185
SCP-3198,Euclid,+108,Miniature Task Force,3,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3198
SCP-3199,Keter,+743,"Humans, Refuted",0,5,5,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3199
SCP-3207,Safe,+100,The Think-Tank,1,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3207
SCP-3220,Safe,+305,Panopticon II,2,3,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3220
SCP-3226,Safe,+133,HEADBONES™!!,5,4,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3226
SCP-3233,Keter,+75,Tenrec Goddess Reborn,1,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3233
SCP-3240,Neutralized,+350,The Bones Of What You Believe,3,3,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3240
SCP-3241,Keter,+343,The SS Sommerfeld,6,3,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3241
SCP-3296,Neutralized,+99,The Drifter,13,2,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3296
SCP-3300,Euclid,+562,The Rain,0,3,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3300
SCP-3309,Thaumiel,+620,"Where We Go When We Fade, Fade Away",4,5,6,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3309
SCP-3311,Euclid,+215,All the Little Chairs,3,3,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3311
SCP-3379,Euclid,+249,D-11424 and the Arctic Meat Hole of Infinite Wonders,3,4,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3379
SCP-3380,Keter,+167,"Science, Technology, Engineering, Divinity",5,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3380
SCP-3399,Safe,+157,Family Tree,0,3,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3399
SCP-3417,Euclid,+121,The Preachers of Globular Cluster Terzan 2,9,4,5,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3417
SCP-3428,Euclid,+26,Buried Hummingbirds,2,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3428
SCP-3456,Keter,+403,The Orcadian Horsemen,0,4,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3456
SCP-3457,Keter,+120,The Rite of Solomon,1,4,5,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3457
SCP-3470,Euclid,+177,Harry Potter's Revenge,1,3,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3470
SCP-3477,Euclid,+247,Will the Real Harold Holt Please Stand Up?,18,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3477
SCP-3480,Keter,+330,Olympus Mons,5,9,5,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3480
SCP-3484,Safe,+383,Missing Pieces,4,2,6,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3484
SCP-3519,Neutralized,+658,These Quiet Days,7,3,5,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3519
SCP-3520,Euclid,+87,Fourteen Orangutans,2,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3520
SCP-3521,Safe,+583,Forced Banana Equivalent Dose by dado,1,5,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3521
SCP-3536,Safe,+129,Bacteriophage Enabler,0,6,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3536
SCP-3537,Euclid,+66,Mr. Shapey,19,14,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3537
SCP-3560,Euclid,+227,All Robots go to Limbo,11,2,15,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3560
SCP-3570,Others,+145,Umbral Ultimatum,15,2,9,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3570
SCP-3609,Euclid,+163,Hati Hróðvitnisson,4,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3609
SCP-3615,Keter,+83,Depressed Divine Demon of Diptera & Diarrhea,8,3,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3615
SCP-3643,Keter,+44,Part 1: ANOMALY IS THE MOST DANGEROUS ANIMAL,6,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3643
SCP-3644,Safe,+40,Part 2: Goddamn Sons-of-Beaches,3,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3644
SCP-3660,Safe,+140,The Zoo Zipper,3,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3660
SCP-3662,Safe,+252,The Doomsday Clock,4,6,5,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3662
SCP-3667,Thaumiel,+273,All's Well that Ends Hell,1,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3667
SCP-3672,Euclid,+80,Why are there so many songs about rainbows?,1,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3672
SCP-3697,Euclid,+118,"""Let Me Redirect You Right Now""",18,13,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3697
SCP-3702,Euclid,+80,"I Walk Through The Desert, And I Have No Name",2,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3702
SCP-3703,Thaumiel,+113,"From Death, We Contain",3,5,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3703
SCP-3721,Keter,+152,Obsolete Weapons System,4,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3721
SCP-3737,Safe,+276,Rainbow Bridge,2,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3737
SCP-3739,Keter,+203,"Mind-Milk™ by Moosphere, Inc.",8,3,4,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3739
SCP-3740,Keter,+647,God Is Dumb,1,3,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3740
SCP-3773,Safe,+160,"9,000 Lives",2,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3773
SCP-3780,Keter,+311,Who Shot J.F.K.?,12,5,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3780
SCP-3787,Others,+95,The Horse Meme,4,2,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3787
SCP-3790,Safe,+420,Department of Abnormalities,4,8,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3790
SCP-3797,Thaumiel,+207,The Once and Future Gun,3,3,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3797
SCP-3802,Safe,+182,hare growth by dado,0,3,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3802
SCP-3807,Keter,+121,A Real Bad Hombre,0,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3807
SCP-3812,Keter,+515,A Voice Behind Me,8,3,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3812
SCP-3839,Euclid,+83,Liposlugtion: 2 Fat 2 Furious,4,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3839
SCP-3848,Keter,+308,History Exists for the Memorable,1,3,12,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3848
SCP-3862,Euclid,+76,The Gentleman Karcist,6,5,4,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3862
SCP-3872,Safe,+127,Consult an Alchemist,1,2,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3872
SCP-3885,Safe,+274,The High-Octane Full-Throttle Adventures of the Exploding Zombie Gearheads,2,2,6,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3885
SCP-3889,Keter,+207,The Greatest Fisherman Who Ever Lived,3,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3889
SCP-3897,Keter,+110,Mother's Eye Is Upon You,2,3,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3897
SCP-3898,Safe,+130,The Burden,2,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3898
SCP-3899,Keter,+219,The Night Hauler,1,3,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3899
SCP-3922,Safe,+487,STOPRIGHTTHERECRIMINALSCUM!!!,13,6,4,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3922
SCP-3930,Others,+1084,The Pattern Screamer,1,6,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3930
SCP-3932,Keter,+163,The Dolphin Manifesto,2,3,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3932
SCP-3934,Safe,+235,For Sale: Loch Ness Monsters,5,3,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3934
SCP-3966,Keter,+497,Falling Out,6,10,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3966
SCP-3983,Safe,+144,To Petition the Dead,3,4,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3983
SCP-3984,Keter,+334,Poking Death with a Stick,3,3,5,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3984
SCP-3989,Keter,+300,The Bone Orchard,0,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3989
SCP-3999,Neutralized,+1934,I Am At The Center of Everything That Happens To Me,4,8,21,https://iwasaki501.github.io/ternbusty/scp_by_series/series4.html#scp-3999
SCP-4000,Keter,+2035,Taboo,10,3,16,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4000
SCP-4006,Thaumiel,+455,#MassaTruthetts,2,3,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4006
SCP-4008,Others,+373,Wormwood,1,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4008
SCP-4012,Euclid,+180,Than Teach Ten Thousand Stars How Not to Dance,5,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4012
SCP-4043,Others,+226,Gaia,0,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4043
SCP-4051,Keter,+260,Your Friendly Neighborhood Keter,6,6,7,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4051
SCP-4062,Safe,+398,Soggy Doggy,5,5,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4062
SCP-4110,Euclid,+64,The Ultimate Cosplay,1,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4110
SCP-4220,Euclid,+220,Dark Side of the Moon,5,7,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4220
SCP-4239,Others,+240,"or, KTE-6561-Black, or, dolphinslugchugger and scarhaver's GAW-1 proposal, or, 8008132, or, Our Friend Who Lives By The Lake, or, The Lake, or, A Very Important Question, or, The Reason We Did Something New This Time, or, Go Big or Go Home",18,14,5,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4239
SCP-4249,Safe,+154,"Nothing Really Mattress Anymore, or: Zen And The Art of Hunting Free-Range Furniture",2,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4249
SCP-4260,Euclid,+121,The Subdirective,5,2,4,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4260
SCP-4335,Keter,+466,A Welt In The Crucible,1,4,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4335
SCP-4444,Others,+786,Bush v. Gore,2,2,5,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4444
SCP-4455,Keter,+223,In Short…,0,4,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4455
SCP-4479,Safe,+136,D-11424 and The Land of Too Many Doors,3,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4479
SCP-4500,Euclid,+528,Socratic Containment Procedures,0,3,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4500
SCP-4504,Keter,+192,The Handless Man,1,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4504
SCP-4514,Safe,+429,The Thing That Kills You,2,2,6,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4514
SCP-4525,Euclid,+234,u come 2 dado go,13,3,4,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4525
SCP-4608,Neutralized,+108,Appleseed,1,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4608
SCP-4612,Others,+167,Not All Gods Decompose,6,2,7,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4612
SCP-4661,Euclid,+335,Sin City,2,4,4,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4661
SCP-4669,Keter,+129,Nuestra Señora de la Revolución Popular,20,16,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4669
SCP-4677,Safe,+175,"Coke, Cow, and Capitalism",1,4,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4677
SCP-4700,Thaumiel,+111,Orkney Rising,4,4,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4700
SCP-4715,Keter,+153,A Demon Born of War,3,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4715
SCP-4748,Euclid,+247,Arctic Whaleways,0,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4748
SCP-4774,Euclid,+383,The Ninth Planet [citation needed],1,4,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4774
SCP-4776,Keter,+157,REAGANWEAPON.,2,2,6,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4776
SCP-4923,Others,+116,corpora arenacea,0,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4923
SCP-4947,Keter,+88,The Fault and the Fistula,2,3,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4947
SCP-4999,Keter,+1875,Someone to Watch Over Us,1,6,7,https://iwasaki501.github.io/ternbusty/scp_by_series/series5.html#scp-4999
SCP-5032,Safe,+107,PantherQuest©️,0,5,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series6.html#scp-5032
SCP-5056,Euclid,+65,The Constant Companions,5,2,4,https://iwasaki501.github.io/ternbusty/scp_by_series/series6.html#scp-5056
SCP-5094,Safe,+273,Miss J's Whiz Kidz Schoolhouse,1,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series6.html#scp-5094
SCP-5097,Others,+110,Working 9 to 5,3,2,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series6.html#scp-5097
SCP-5208,Safe,+52,Part of Your Balanced Breakfast,1,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series6.html#scp-5208
SCP-5243,Keter,+119,The Breach that Keeps On Breaching,5,3,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series6.html#scp-5243
SCP-5353,Keter,+72,Does Anyone Remember Fritz Obermeyer?,10,2,7,https://iwasaki501.github.io/ternbusty/scp_by_series/series6.html#scp-5353
SCP-5375,Euclid,+74,Nobody and the Name Machine,10,2,8,https://iwasaki501.github.io/ternbusty/scp_by_series/series6.html#scp-5375
SCP-5382,Thaumiel,+73,"The Cure, and What Ails You",6,2,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series6.html#scp-5382
SCP-5494,Others,+173,The Lords of the Beneath World,6,2,5,https://iwasaki501.github.io/ternbusty/scp_by_series/series6.html#scp-5494
SCP-5599,Euclid,+74,fish golf,3,2,1,https://iwasaki501.github.io/ternbusty/scp_by_series/series6.html#scp-5599
SCP-5712,Thaumiel,+73,"Associated with Demons, Memes, and Supercomputers",3,2,2,https://iwasaki501.github.io/ternbusty/scp_by_series/series6.html#scp-5712
SCP-5757,Euclid,+57,Curse of the Everglade,3,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series6.html#scp-5757
SCP-5877,Keter,+65,Nobodies,10,3,8,https://iwasaki501.github.io/ternbusty/scp_by_series/series6.html#scp-5877
SCP-5890,Keter,+35,Within The Inner Prisons We Ourselves Made,5,2,3,https://iwasaki501.github.io/ternbusty/scp_by_series/series6.html#scp-5890
SCP-5936,Euclid,+39,Those That Do Not Wish To Be Forgotten,3,2,4,https://iwasaki501.github.io/ternbusty/scp_by_series/series6.html#scp-5936
SCP-5952,Euclid,+82,The Warbalang,4,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series6.html#scp-5952
SCP-5994,Safe,+130,You Can't Top Pigs with Pigs,2,2,0,https://iwasaki501.github.io/ternbusty/scp_by_series/series6.html#scp-5994
